split,filename,label
train,neg_train_5583_aug3.jpg,0
train,neg_train_6774_orig.jpg,0
train,neg_train_81_aug2.jpg,0
train,neg_train_1784_orig.jpg,0
train,neg_train_12779_orig.jpg,0
train,neg_train_10820_aug2.jpg,0
train,neg_train_7851_orig.jpg,0
train,neg_train_1734_aug2.jpg,0
train,neg_train_11864_orig.jpg,0
train,neg_train_350_aug3.jpg,0
train,neg_train_7623_orig.jpg,0
train,neg_train_3480_aug3.jpg,0
train,neg_train_8443_aug1.jpg,0
train,neg_train_8933_aug2.jpg,0
train,neg_train_697_aug1.jpg,0
train,neg_train_11369_aug1.jpg,0
train,neg_train_13647_orig.jpg,0
train,neg_train_1013_aug3.jpg,0
train,neg_train_7658_aug1.jpg,0
train,neg_train_13570_aug3.jpg,0
train,neg_train_10845_orig.jpg,0
train,neg_train_12339_aug2.jpg,0
train,neg_train_2506_aug2.jpg,0
train,neg_train_6562_orig.jpg,0
train,neg_train_9916_aug2.jpg,0
train,neg_train_3361_aug2.jpg,0
train,neg_train_10750_aug2.jpg,0
train,neg_train_2704_aug1.jpg,0
train,neg_train_4362_orig.jpg,0
train,neg_train_9638_aug1.jpg,0
train,neg_train_9606_aug2.jpg,0
train,neg_train_852_orig.jpg,0
train,neg_train_5165_aug2.jpg,0
train,neg_train_13752_aug2.jpg,0
train,neg_train_2422_aug1.jpg,0
train,neg_train_1451_aug2.jpg,0
train,neg_train_1829_aug1.jpg,0
train,neg_train_12734_aug3.jpg,0
train,neg_train_4165_aug1.jpg,0
train,neg_train_2353_aug1.jpg,0
train,neg_train_4940_orig.jpg,0
train,neg_train_2715_orig.jpg,0
train,neg_train_12212_aug3.jpg,0
train,neg_train_8121_aug2.jpg,0
train,neg_train_1219_aug1.jpg,0
train,neg_train_1028_orig.jpg,0
train,neg_train_5555_orig.jpg,0
train,neg_train_5793_aug2.jpg,0
train,neg_train_5941_aug2.jpg,0
train,neg_train_6517_aug1.jpg,0
train,neg_train_4232_orig.jpg,0
train,neg_train_806_aug3.jpg,0
train,neg_train_6710_orig.jpg,0
train,neg_train_1695_aug2.jpg,0
train,neg_train_861_aug2.jpg,0
train,neg_train_13226_aug1.jpg,0
train,neg_train_10959_orig.jpg,0
train,neg_train_423_aug2.jpg,0
train,neg_train_3123_aug2.jpg,0
train,neg_train_8192_aug2.jpg,0
train,neg_train_11047_orig.jpg,0
train,neg_train_6729_orig.jpg,0
train,neg_train_5174_aug2.jpg,0
train,neg_train_5387_aug1.jpg,0
train,neg_train_1003_aug1.jpg,0
train,neg_train_5229_aug2.jpg,0
train,neg_train_10821_aug1.jpg,0
train,neg_train_436_aug3.jpg,0
train,neg_train_1952_aug3.jpg,0
train,neg_train_11624_aug3.jpg,0
train,neg_train_8494_orig.jpg,0
train,neg_train_6097_aug2.jpg,0
train,neg_train_6582_orig.jpg,0
train,neg_train_8134_aug1.jpg,0
train,neg_train_6905_aug3.jpg,0
train,neg_train_5065_aug1.jpg,0
train,neg_train_9636_aug3.jpg,0
train,neg_train_12931_aug3.jpg,0
train,neg_train_12876_orig.jpg,0
train,neg_train_8555_orig.jpg,0
train,neg_train_10293_orig.jpg,0
train,neg_train_12872_aug3.jpg,0
train,neg_train_7_aug1.jpg,0
train,neg_train_2454_aug3.jpg,0
train,neg_train_5907_aug2.jpg,0
train,neg_train_753_aug3.jpg,0
train,neg_train_10830_aug1.jpg,0
train,neg_train_8630_aug1.jpg,0
train,neg_train_13914_orig.jpg,0
train,neg_train_10071_orig.jpg,0
train,neg_train_2329_aug1.jpg,0
train,neg_train_10552_aug3.jpg,0
train,neg_train_4388_aug2.jpg,0
train,neg_train_2862_aug1.jpg,0
train,neg_train_1978_aug1.jpg,0
train,neg_train_11386_aug3.jpg,0
train,neg_train_8027_orig.jpg,0
train,neg_train_11484_aug1.jpg,0
train,neg_train_3096_aug2.jpg,0
train,neg_train_3711_aug3.jpg,0
train,neg_train_10755_aug1.jpg,0
train,neg_train_6103_aug1.jpg,0
train,neg_train_13157_aug1.jpg,0
train,neg_train_11727_aug3.jpg,0
train,neg_train_6166_orig.jpg,0
train,neg_train_6364_orig.jpg,0
train,neg_train_9559_orig.jpg,0
train,neg_train_1746_aug3.jpg,0
train,neg_train_9326_aug1.jpg,0
train,neg_train_5497_aug3.jpg,0
train,neg_train_3699_aug2.jpg,0
train,neg_train_8251_aug3.jpg,0
train,neg_train_5869_aug3.jpg,0
train,neg_train_7016_aug2.jpg,0
train,neg_train_8983_aug3.jpg,0
train,neg_train_5751_orig.jpg,0
train,neg_train_6401_orig.jpg,0
train,neg_train_1386_orig.jpg,0
train,neg_train_804_aug2.jpg,0
train,neg_train_2536_aug1.jpg,0
train,neg_train_13888_aug1.jpg,0
train,neg_train_1678_aug3.jpg,0
train,neg_train_12977_aug3.jpg,0
train,neg_train_212_aug2.jpg,0
train,neg_train_12789_aug3.jpg,0
